age,salary,savings,risk_profile,goal,goal_amount,years_to_goal,selected_instrument,outcome
58,142985,41223,Medium,Child Education,9554364,10,PPF,Failed
33,64119,410974,High,Emergency Fund,5271835,3,Savings Account,Failed
38,133241,458128,Medium,Travel Abroad,710343,17,Gold ETF,Partial
27,77165,114183,High,Tax Saving,8349480,20,ULIP,Success
38,140141,54590,High,Child Education,7635925,23,Balanced Mutual Fund,Partial
41,136627,191160,Medium,Car Purchase,4798782,5,RD,Success
40,125334,102151,Medium,Car Purchase,3918872,4,Debt Mutual Fund,Success
24,60500,220026,Low,Car Purchase,6226574,1,RD,Partial
39,127643,215269,Medium,Retirement,1437289,23,Equity Mutual Fund,Partial
56,102271,167291,Medium,Emergency Fund,513825,6,Liquid Mutual Fund,Success
42,130747,113332,Low,Travel Abroad,6317057,19,Gold ETF,Partial
33,84583,94851,Medium,Buy a House,2907090,23,Debt Mutual Fund,Success
46,46087,108853,Medium,Child Education,2183899,1,PPF,Success
24,84344,107916,Low,Car Purchase,6814838,8,FD,Success
38,148657,225484,Medium,Emergency Fund,6523896,17,Liquid Mutual Fund,Partial
45,145033,138190,High,Travel Abroad,3327131,22,Savings Account,Success
25,41674,469750,High,Car Purchase,309805,22,Debt Mutual Fund,Partial
41,106282,137428,Low,Tax Saving,9619374,8,ULIP,Success
28,101423,79623,Low,Tax Saving,7405774,9,ULIP,Success
41,147907,254090,High,Emergency Fund,5735942,6,RD,Success
22,122992,69326,High,Retirement,7612819,18,NPS,Success
53,37269,320488,Low,Emergency Fund,1788222,1,Savings Account,Partial
37,58043,285553,High,Retirement,8999367,1,PPF,Failed
26,31248,224628,Low,Travel Abroad,5527055,24,Savings Account,Success
31,92118,19388,Medium,Buy a House,6635479,1,Debt Mutual Fund,Success
54,72282,65619,Medium,Car Purchase,4301390,11,RD,Success
53,100992,204935,Medium,Car Purchase,9206556,12,Debt Mutual Fund,Partial
43,77055,346556,Medium,Tax Saving,9062432,25,PPF,Success
54,88825,357584,Medium,Tax Saving,5217015,7,PPF,Success
44,103379,120880,Low,Child Education,4192254,10,PPF,Success
47,106606,395973,Medium,Retirement,5166506,13,Equity Mutual Fund,Success
26,95912,68495,High,Child Education,2496471,5,Balanced Mutual Fund,Success
24,135047,406395,High,Retirement,8143488,21,NPS,Success
53,52671,484616,Low,Tax Saving,2735716,18,ELSS Mutual Fund,Partial
40,51620,484365,High,Retirement,292044,11,Equity Mutual Fund,Success
54,25801,160375,Medium,Retirement,688314,15,PPF,Failed
40,139032,11686,Medium,Car Purchase,8008162,16,FD,Success
59,45324,341638,Low,Tax Saving,8154460,23,ELSS Mutual Fund,Success
26,129013,359281,Low,Tax Saving,7822971,7,ULIP,Success
54,32622,23032,Medium,Retirement,4461271,10,NPS,Success
22,104595,290952,Medium,Car Purchase,1807384,13,FD,Success
54,66944,434493,Low,Emergency Fund,8412006,25,Liquid Mutual Fund,Success
30,91939,20181,Low,Retirement,4528469,11,Equity Mutual Fund,Success
55,104131,165413,Medium,Travel Abroad,2404885,14,Debt Mutual Fund,Failed
58,28760,48467,Medium,Buy a House,466008,15,FD,Partial
35,142062,391736,Medium,Tax Saving,9152423,13,ELSS Mutual Fund,Success
27,104144,207728,Medium,Travel Abroad,7182819,4,Gold ETF,Partial
58,29639,69810,Medium,Retirement,5790494,14,Equity Mutual Fund,Failed
47,108003,151657,Low,Emergency Fund,1047813,17,Liquid Mutual Fund,Success
59,114020,353977,High,Tax Saving,8063001,17,PPF,Partial
24,52519,21388,High,Travel Abroad,3321847,8,Savings Account,Success
24,92492,51322,Low,Car Purchase,3404373,15,FD,Partial
39,36677,113305,Medium,Car Purchase,3370171,14,Debt Mutual Fund,Partial
56,112706,71996,High,Retirement,3795014,14,PPF,Success
32,146484,373464,Low,Travel Abroad,9283996,19,Debt Mutual Fund,Success
30,126634,188072,Medium,Buy a House,3441722,4,FD,Success
54,72594,249059,Low,Tax Saving,6726986,24,PPF,Success
36,123106,459158,Medium,Child Education,8331718,8,Balanced Mutual Fund,Success
36,46065,405308,Low,Car Purchase,3084674,5,Debt Mutual Fund,Success
28,102356,378615,Low,Emergency Fund,4974193,24,RD,Success
34,128829,198932,Low,Child Education,3894090,10,Balanced Mutual Fund,Success
34,134818,316062,Medium,Retirement,525191,16,PPF,Partial
42,149976,388554,Medium,Retirement,1356352,1,Equity Mutual Fund,Success
29,86462,270478,Low,Tax Saving,7785119,1,ULIP,Success
27,140919,198280,Low,Retirement,558717,20,PPF,Partial
32,147223,186852,High,Child Education,4309510,20,Sukanya Samriddhi,Partial
44,36937,407399,Medium,Car Purchase,2082129,20,FD,Success
47,124486,269180,Medium,Child Education,9061451,2,Balanced Mutual Fund,Partial
49,33856,165349,Medium,Buy a House,4638372,25,FD,Success
50,38429,56994,Low,Tax Saving,1097518,15,ULIP,Partial
32,46477,232244,Medium,Car Purchase,4316501,11,RD,Partial
34,70325,34912,Medium,Tax Saving,8382630,19,ELSS Mutual Fund,Success
39,90531,401044,High,Travel Abroad,3760096,25,Gold ETF,Success
45,74073,194573,Medium,Emergency Fund,7298518,5,Savings Account,Partial
54,106350,31926,High,Child Education,5237089,18,PPF,Success
31,73300,271539,High,Emergency Fund,1652114,12,RD,Success
50,40327,333646,Low,Car Purchase,1425732,21,Debt Mutual Fund,Success
54,124964,333950,Low,Car Purchase,3380301,16,Debt Mutual Fund,Partial
48,120912,236557,Medium,Tax Saving,8579398,5,PPF,Partial
35,82359,146498,Medium,Tax Saving,5498210,25,PPF,Success
49,120765,270804,Low,Emergency Fund,9226360,19,Liquid Mutual Fund,Success
50,26776,302433,Medium,Travel Abroad,6561543,18,Gold ETF,Partial
28,88421,416563,Medium,Emergency Fund,1228384,21,RD,Partial
48,115928,284929,Medium,Child Education,1529328,1,Balanced Mutual Fund,Partial
42,35028,366691,Medium,Child Education,1179014,10,Sukanya Samriddhi,Success
59,110723,65562,Low,Buy a House,6747754,3,FD,Success
53,127804,46111,Medium,Emergency Fund,9762761,19,Liquid Mutual Fund,Partial
44,102297,303877,Medium,Tax Saving,5159947,5,ELSS Mutual Fund,Success
53,63397,110885,Medium,Travel Abroad,6892101,5,Savings Account,Partial
39,83126,440191,Medium,Child Education,8637297,14,PPF,Success
28,39974,91327,High,Child Education,939323,20,PPF,Success
30,67832,142389,High,Retirement,5333996,18,Equity Mutual Fund,Success
37,83478,344992,Medium,Travel Abroad,6319454,12,Savings Account,Partial
22,110900,77431,High,Child Education,233278,8,Balanced Mutual Fund,Success
28,45514,141378,Low,Child Education,7354236,17,PPF,Success
24,130066,191824,Medium,Child Education,7251017,1,PPF,Success
55,123429,377582,High,Emergency Fund,1610377,12,Liquid Mutual Fund,Partial
49,29564,25175,Medium,Tax Saving,8676253,22,ELSS Mutual Fund,Success
44,27799,219737,Medium,Emergency Fund,492245,23,Liquid Mutual Fund,Success
56,108757,435477,Medium,Tax Saving,4382955,19,ELSS Mutual Fund,Partial
35,111324,37111,Low,Retirement,5844997,10,NPS,Success
57,102901,48593,High,Travel Abroad,8260229,6,Gold ETF,Partial
53,35756,365884,Medium,Retirement,3916163,25,Equity Mutual Fund,Partial
55,140772,461767,High,Emergency Fund,6305200,8,Liquid Mutual Fund,Partial
52,130421,147733,High,Travel Abroad,6843841,14,Savings Account,Partial
31,99450,342397,Low,Tax Saving,9973109,6,ULIP,Success
58,135989,423168,Medium,Child Education,9557030,25,Balanced Mutual Fund,Success
27,95874,424036,High,Tax Saving,3970831,23,ELSS Mutual Fund,Success
51,121529,293052,Low,Buy a House,5821970,10,FD,Failed
40,112321,143539,Medium,Travel Abroad,5039741,6,Savings Account,Failed
53,70434,459318,Medium,Buy a House,6282240,22,Debt Mutual Fund,Partial
36,74502,113918,Medium,Travel Abroad,7374903,23,Debt Mutual Fund,Success
22,99818,45509,Medium,Tax Saving,4338660,19,ELSS Mutual Fund,Success
26,100918,310914,Medium,Emergency Fund,7881748,12,Liquid Mutual Fund,Success
29,52213,328945,Low,Tax Saving,9790540,7,ULIP,Success
50,76401,208461,Medium,Buy a House,8481805,17,FD,Success
37,115757,78883,High,Emergency Fund,9771191,18,Savings Account,Success
43,100216,177175,Medium,Emergency Fund,2234219,24,Liquid Mutual Fund,Partial
53,127457,300311,Low,Retirement,916741,19,Equity Mutual Fund,Success
52,60174,276537,Low,Buy a House,5368094,13,Debt Mutual Fund,Success
30,127024,297879,Medium,Retirement,434078,22,PPF,Success
53,36248,414942,High,Tax Saving,1522020,21,PPF,Success
34,88819,489501,Medium,Travel Abroad,152717,11,Gold ETF,Success
24,38854,316329,Low,Car Purchase,1573698,10,Debt Mutual Fund,Success
33,25806,473255,Medium,Car Purchase,4449094,1,Debt Mutual Fund,Success
58,45191,311118,Low,Travel Abroad,5200130,21,Gold ETF,Failed
60,136393,40123,Medium,Emergency Fund,2625190,5,RD,Success
51,147267,220821,High,Tax Saving,9530756,2,ULIP,Success
31,83729,85171,Medium,Travel Abroad,4922206,23,Savings Account,Success
60,28830,450486,Low,Emergency Fund,6337587,19,Savings Account,Success
31,109512,19091,Medium,Retirement,1080604,11,NPS,Success
37,143607,390157,Medium,Retirement,510361,1,NPS,Success
22,31318,356158,Low,Retirement,2052339,7,Equity Mutual Fund,Partial
28,121861,269743,Medium,Child Education,288805,17,Balanced Mutual Fund,Success
30,55274,101533,High,Child Education,2132242,6,PPF,Success
30,94455,256803,Low,Emergency Fund,1721116,1,Liquid Mutual Fund,Success
43,147494,401793,Medium,Emergency Fund,3442739,3,RD,Success
23,134560,450188,Medium,Emergency Fund,2931090,12,Liquid Mutual Fund,Success
60,77281,408387,High,Buy a House,7849941,3,Debt Mutual Fund,Success
52,48535,279784,Low,Retirement,3542091,24,PPF,Partial
43,108185,272276,Medium,Travel Abroad,8883864,21,Gold ETF,Partial
40,149498,99050,Medium,Travel Abroad,4431069,23,Gold ETF,Partial
45,123242,400985,Low,Tax Saving,2683062,24,ELSS Mutual Fund,Partial
38,34394,499118,Medium,Emergency Fund,9454067,22,Liquid Mutual Fund,Success
52,65968,32919,Medium,Tax Saving,9423206,13,ULIP,Success
51,61512,433653,Low,Buy a House,2399349,6,FD,Failed
53,89366,289849,High,Emergency Fund,2873875,14,Liquid Mutual Fund,Partial
44,123794,115621,Low,Buy a House,3206395,20,Debt Mutual Fund,Partial
35,48607,449600,Low,Tax Saving,915225,2,PPF,Success
32,118112,10519,Medium,Car Purchase,8787272,24,RD,Success
25,145694,251139,Medium,Travel Abroad,1157014,12,Debt Mutual Fund,Success
30,111992,456052,Low,Emergency Fund,4341097,3,Savings Account,Success
28,123431,26394,Low,Child Education,5290391,9,PPF,Partial
29,54217,343171,Low,Tax Saving,6195502,2,PPF,Success
42,104475,410179,Medium,Tax Saving,920161,8,PPF,Success
35,29678,462138,Medium,Retirement,2303636,24,Equity Mutual Fund,Success
29,96186,137843,Medium,Travel Abroad,104800,2,Debt Mutual Fund,Success
26,116082,94427,Medium,Child Education,9730172,4,Sukanya Samriddhi,Success
59,60865,278573,Medium,Child Education,1807780,15,Sukanya Samriddhi,Success
54,58266,445074,Medium,Buy a House,358566,14,PPF,Partial
53,110853,386398,Medium,Tax Saving,6558114,19,ULIP,Partial
43,91807,472333,Low,Travel Abroad,4137777,4,Debt Mutual Fund,Success
43,94027,162944,Medium,Buy a House,8766801,1,PPF,Success
46,148290,158075,Low,Tax Saving,4069513,13,ELSS Mutual Fund,Success
47,126201,147487,Medium,Tax Saving,1262973,21,PPF,Success
59,71108,38353,Medium,Child Education,677780,8,Sukanya Samriddhi,Success
48,57362,306407,Low,Buy a House,1224729,2,PPF,Success
28,78522,150864,Medium,Car Purchase,2023871,24,FD,Success
40,108876,32457,Medium,Child Education,3912899,19,Sukanya Samriddhi,Partial
58,105920,258917,Low,Travel Abroad,4210096,10,Debt Mutual Fund,Failed
32,76583,71730,Medium,Buy a House,4131946,19,PPF,Partial
49,48342,407715,Medium,Buy a House,2453423,11,FD,Success
59,65631,28977,Low,Car Purchase,6980830,2,Debt Mutual Fund,Success
42,141678,472450,Medium,Retirement,1895856,14,Equity Mutual Fund,Success
50,71136,63036,High,Child Education,7543331,13,Sukanya Samriddhi,Success
49,38571,222467,High,Car Purchase,1844051,17,FD,Success
60,62401,228687,Medium,Emergency Fund,8271192,20,RD,Success
57,142052,370276,Medium,Child Education,742661,4,PPF,Failed
50,49967,405158,Low,Emergency Fund,9736842,16,Savings Account,Partial
48,133212,180153,Medium,Car Purchase,2870155,21,FD,Success
48,38600,262858,Low,Child Education,5166935,1,Balanced Mutual Fund,Partial
22,121236,209019,Low,Emergency Fund,4273128,20,Liquid Mutual Fund,Success
40,73567,56084,High,Buy a House,1819180,22,FD,Success
51,113349,17256,High,Car Purchase,9721211,22,FD,Partial
40,136103,315046,High,Tax Saving,2459555,22,ULIP,Success
33,79780,273530,Low,Tax Saving,3046670,21,ULIP,Partial
23,120163,343572,Low,Travel Abroad,1035984,1,Gold ETF,Partial
48,82952,279179,Medium,Tax Saving,5560951,13,PPF,Success
42,67406,36882,Medium,Retirement,6319856,12,PPF,Success
28,66684,413028,Low,Tax Saving,7520579,23,ULIP,Partial
46,45108,36159,Medium,Travel Abroad,554886,4,Gold ETF,Success
37,84572,96333,Low,Tax Saving,7595557,20,ELSS Mutual Fund,Success
30,93733,467465,Low,Emergency Fund,7924380,4,Savings Account,Failed
51,131168,41784,Medium,Emergency Fund,9179439,13,RD,Success
34,38103,130889,Medium,Travel Abroad,8574609,9,Savings Account,Success
36,91195,246470,Medium,Child Education,6148157,6,Sukanya Samriddhi,Success
36,96811,371306,High,Car Purchase,3771655,13,Debt Mutual Fund,Success
35,112367,399911,Low,Travel Abroad,7652382,14,Gold ETF,Partial
33,60936,245306,Medium,Retirement,5175635,4,NPS,Partial
25,113819,138440,Medium,Travel Abroad,5995196,15,Savings Account,Success
45,113358,494124,Low,Emergency Fund,4797735,7,RD,Success
43,144637,473637,Medium,Car Purchase,3511905,23,Debt Mutual Fund,Success
29,116650,180644,High,Retirement,1774856,13,NPS,Success
35,124928,302994,Medium,Tax Saving,7166734,16,ULIP,Success
50,32718,444552,High,Emergency Fund,3584843,23,Liquid Mutual Fund,Failed
34,55873,303529,Medium,Tax Saving,878953,23,ULIP,Success
27,137548,316325,Medium,Retirement,6944176,14,NPS,Success
35,93529,117728,Medium,Emergency Fund,9644542,8,RD,Success
52,54121,89916,Medium,Buy a House,406500,24,FD,Partial
29,88221,75674,Medium,Child Education,9103530,7,PPF,Success
40,132041,336663,Low,Child Education,4019795,6,Balanced Mutual Fund,Success
36,44848,386246,High,Travel Abroad,6884440,24,Gold ETF,Success
26,60127,122703,Low,Retirement,4660148,23,Equity Mutual Fund,Failed
59,65307,206699,High,Retirement,3233219,5,Equity Mutual Fund,Success
55,27962,108824,Medium,Car Purchase,2676580,8,FD,Success
31,140127,423003,Medium,Car Purchase,7820977,17,Debt Mutual Fund,Failed
51,143492,474249,Medium,Retirement,7078997,23,NPS,Partial
47,44815,427664,Low,Retirement,9080011,22,NPS,Success
46,88908,154762,Low,Emergency Fund,8322273,7,Savings Account,Failed
26,127384,41215,Low,Emergency Fund,6665842,24,RD,Failed
50,112252,12867,High,Retirement,2328983,19,PPF,Success
45,121945,62479,Low,Emergency Fund,3455801,25,Liquid Mutual Fund,Success
41,130618,10579,Medium,Tax Saving,153405,7,ULIP,Partial
37,130941,397081,Medium,Child Education,2681919,17,Balanced Mutual Fund,Success
48,27026,169848,Medium,Tax Saving,6684632,22,ELSS Mutual Fund,Success
26,127039,356136,Low,Retirement,2631560,23,PPF,Partial
40,125042,454669,Medium,Car Purchase,6068961,5,Debt Mutual Fund,Partial
36,75104,477935,Low,Emergency Fund,3172039,20,Liquid Mutual Fund,Partial
52,107927,368956,Medium,Travel Abroad,8701642,3,Gold ETF,Partial
52,73605,151273,Medium,Emergency Fund,3577595,15,Liquid Mutual Fund,Failed
25,29095,351092,Low,Buy a House,4704465,3,FD,Success
48,87863,363238,Medium,Emergency Fund,8309667,22,Savings Account,Partial
28,82638,471807,High,Buy a House,3900635,11,PPF,Failed
44,120561,208261,Low,Child Education,5947412,7,PPF,Success
56,32711,444907,High,Car Purchase,4285353,25,RD,Failed
37,145494,212245,Low,Retirement,180830,6,PPF,Partial
52,103445,79886,Medium,Travel Abroad,1088354,16,Debt Mutual Fund,Partial
59,41916,394595,Medium,Travel Abroad,4346542,23,Gold ETF,Success
57,81676,22316,Medium,Car Purchase,9757380,13,RD,Partial
48,52038,352340,Medium,Travel Abroad,356171,2,Gold ETF,Partial
26,89909,133081,Medium,Travel Abroad,1581429,2,Debt Mutual Fund,Success
49,82222,365919,High,Retirement,9268993,5,PPF,Success
34,30352,239792,Low,Travel Abroad,6928326,22,Debt Mutual Fund,Success
44,94399,497684,Medium,Child Education,4798760,4,Balanced Mutual Fund,Success
25,65115,393759,Medium,Emergency Fund,8823794,3,Liquid Mutual Fund,Success
41,105241,150205,Medium,Emergency Fund,2530811,15,Savings Account,Success
49,74476,430239,Low,Buy a House,470940,7,PPF,Success
39,108218,77417,High,Retirement,9232859,6,Equity Mutual Fund,Success
42,69268,225725,Medium,Child Education,9290484,23,PPF,Partial
37,131299,316201,Low,Tax Saving,5437946,9,ULIP,Success
39,30993,342955,Low,Travel Abroad,263801,19,Gold ETF,Failed
25,107920,417022,Medium,Car Purchase,5467491,3,RD,Partial
56,127865,434757,Medium,Child Education,1191795,18,PPF,Success
25,95230,323557,Medium,Buy a House,429447,14,FD,Success
50,56828,85191,Medium,Buy a House,600396,18,PPF,Success
47,84392,159096,Low,Travel Abroad,7872685,13,Gold ETF,Success
60,52228,489332,Medium,Retirement,5320766,13,NPS,Success
53,50351,335732,Low,Retirement,3917065,20,NPS,Success
55,131608,32009,Medium,Buy a House,8259585,13,Debt Mutual Fund,Success
33,63657,162313,Low,Child Education,949190,22,PPF,Success
53,92707,22019,Medium,Travel Abroad,4047625,18,Gold ETF,Failed
43,41247,422856,Medium,Child Education,7565681,17,Balanced Mutual Fund,Success
24,27118,240960,Medium,Car Purchase,5899822,9,RD,Success
39,82381,63972,Low,Travel Abroad,252001,9,Gold ETF,Partial
46,40197,197201,Medium,Child Education,2844938,16,Sukanya Samriddhi,Partial
56,98804,252077,Low,Tax Saving,7120555,7,PPF,Success
49,52211,12661,Medium,Travel Abroad,6971079,22,Debt Mutual Fund,Partial
45,53007,466773,Low,Car Purchase,6301919,25,RD,Partial
23,82443,343369,Low,Emergency Fund,5876693,24,Savings Account,Success
46,98920,411818,Low,Child Education,6916708,8,Sukanya Samriddhi,Partial
38,44029,445386,Medium,Buy a House,5543862,19,Debt Mutual Fund,Success
53,77180,486796,Medium,Retirement,1601815,5,Equity Mutual Fund,Success
59,84412,72519,High,Emergency Fund,1076773,25,Liquid Mutual Fund,Success
53,64866,496533,Medium,Travel Abroad,1365020,10,Debt Mutual Fund,Success
41,128999,235698,Medium,Child Education,3891735,7,Balanced Mutual Fund,Success
41,114863,320010,Medium,Child Education,9680498,4,Balanced Mutual Fund,Failed
50,66111,137640,High,Travel Abroad,7264594,5,Gold ETF,Success
53,66734,293860,Low,Buy a House,7088716,20,FD,Partial
59,147525,379191,High,Retirement,1420078,21,Equity Mutual Fund,Success
34,69516,251355,Medium,Car Purchase,271383,21,Debt Mutual Fund,Partial
57,117028,434670,Medium,Travel Abroad,5827855,14,Gold ETF,Success
49,29763,487254,Low,Buy a House,5738703,23,Debt Mutual Fund,Partial
25,41173,42935,Medium,Buy a House,5467510,21,FD,Success
55,80559,320496,High,Retirement,940972,23,NPS,Failed
22,58831,401295,Medium,Buy a House,1327074,11,Debt Mutual Fund,Success
50,148347,384991,High,Child Education,1984674,19,Sukanya Samriddhi,Success
33,79563,417450,Low,Retirement,7566289,22,NPS,Partial
32,102282,337454,Medium,Buy a House,5047126,7,Debt Mutual Fund,Partial
27,113718,393217,Medium,Buy a House,9516379,24,PPF,Success
38,32840,23513,Medium,Buy a House,805992,11,Debt Mutual Fund,Partial
33,128152,345267,Medium,Tax Saving,1947268,11,ELSS Mutual Fund,Success
57,26597,35130,Medium,Car Purchase,864427,20,Debt Mutual Fund,Success
35,111414,91662,Low,Child Education,8022625,25,Sukanya Samriddhi,Partial
48,112898,135900,High,Child Education,7522287,6,PPF,Partial
55,48727,51407,Low,Car Purchase,887716,23,RD,Failed
33,102294,52519,Low,Tax Saving,6508549,4,ULIP,Success
60,136268,34295,Medium,Tax Saving,7997148,10,ELSS Mutual Fund,Failed
23,53744,383204,Medium,Tax Saving,1412763,25,ULIP,Partial
30,68034,189462,Medium,Buy a House,2683321,9,PPF,Failed
48,122523,162863,Medium,Buy a House,2957498,5,PPF,Success
47,141679,205685,Low,Buy a House,6888361,6,Debt Mutual Fund,Partial
22,71581,465911,High,Child Education,8423506,23,PPF,Partial
50,104422,297927,Medium,Car Purchase,5967565,15,Debt Mutual Fund,Success
41,105595,452036,Medium,Buy a House,5177652,22,FD,Failed
44,143138,350995,Low,Emergency Fund,5312136,4,Liquid Mutual Fund,Partial
33,71780,317487,Medium,Emergency Fund,5700118,22,Savings Account,Success
60,137584,318036,High,Travel Abroad,2712210,19,Savings Account,Partial
23,44427,242514,Low,Travel Abroad,3209266,3,Debt Mutual Fund,Partial
53,45538,22869,High,Travel Abroad,5039372,3,Savings Account,Success
47,81761,11979,High,Travel Abroad,9771878,20,Debt Mutual Fund,Success
60,37112,143539,Low,Car Purchase,7217890,17,RD,Success
49,45378,277432,High,Buy a House,6119117,24,PPF,Success
60,93808,318409,Low,Retirement,4141136,3,PPF,Partial
41,60855,184691,Low,Tax Saving,2249651,18,PPF,Partial
32,61089,384227,Low,Travel Abroad,3838108,12,Gold ETF,Success
32,40976,429089,Medium,Buy a House,6065802,17,PPF,Success
28,95361,236955,Low,Tax Saving,5558405,23,ELSS Mutual Fund,Partial
50,68041,145908,Low,Tax Saving,7945535,25,ELSS Mutual Fund,Success
38,145727,462407,Medium,Buy a House,6232205,3,Debt Mutual Fund,Partial
23,56217,26385,Medium,Retirement,4398039,13,Equity Mutual Fund,Success
22,131151,499712,Medium,Travel Abroad,7915716,21,Debt Mutual Fund,Partial
54,43056,454505,Medium,Retirement,3300849,1,PPF,Success
38,145902,178030,Medium,Car Purchase,8195449,12,RD,Partial
44,47882,342918,Medium,Car Purchase,3515432,12,Debt Mutual Fund,Partial
39,114169,36088,Low,Tax Saving,4472930,1,ULIP,Success
23,95798,89076,Medium,Retirement,3923807,3,Equity Mutual Fund,Success
48,95576,492700,Low,Child Education,7357437,6,Balanced Mutual Fund,Success
33,36342,420019,Medium,Buy a House,6361505,16,PPF,Partial
60,44341,239452,Low,Buy a House,3770645,23,Debt Mutual Fund,Partial
54,88142,347168,Medium,Buy a House,7141967,11,PPF,Success
50,125252,40991,High,Tax Saving,6409775,12,ELSS Mutual Fund,Success
